url,final_url,status,content_type,elapsed_ms,error,source_page_url,source_link_href,source_link_text,source_link_title
http://localhost:8080/,http://localhost:8080/,200,text/html,42,,,,,
http://localhost:8080/core/misc/favicon.ico,http://localhost:8080/core/misc/favicon.ico,200,image/vnd.microsoft.icon,0,,http://localhost:8080/,/core/misc/favicon.ico,,
http://localhost:8080/rss.xml,http://localhost:8080/rss.xml,200,application/rss+xml,13,,http://localhost:8080/,http://localhost:8080/rss.xml,,
http://localhost:8080/themes/custom/dungeoncrawler/images/logos/favicon.ico,http://localhost:8080/themes/custom/dungeoncrawler/images/logos/favicon.ico,200,image/vnd.microsoft.icon,1,,http://localhost:8080/,/themes/custom/dungeoncrawler/images/logos/favicon.ico,,
http://localhost:8080/themes/custom/dungeoncrawler/images/logos/favicons/favicon-16x16.png,http://localhost:8080/themes/custom/dungeoncrawler/images/logos/favicons/favicon-16x16.png,200,image/png,1,,http://localhost:8080/,/themes/custom/dungeoncrawler/images/logos/favicons/favicon-16x16.png,,
http://localhost:8080/themes/custom/dungeoncrawler/images/logos/favicons/favicon-32x32.png,http://localhost:8080/themes/custom/dungeoncrawler/images/logos/favicons/favicon-32x32.png,200,image/png,1,,http://localhost:8080/,/themes/custom/dungeoncrawler/images/logos/favicons/favicon-32x32.png,,
http://localhost:8080/themes/custom/dungeoncrawler/images/logos/favicons/apple-touch-icon.png,http://localhost:8080/themes/custom/dungeoncrawler/images/logos/favicons/apple-touch-icon.png,200,image/png,1,,http://localhost:8080/,/themes/custom/dungeoncrawler/images/logos/favicons/apple-touch-icon.png,,
http://localhost:8080/themes/custom/dungeoncrawler/images/logos/favicons/android-chrome-192x192.png,http://localhost:8080/themes/custom/dungeoncrawler/images/logos/favicons/android-chrome-192x192.png,200,image/png,1,,http://localhost:8080/,/themes/custom/dungeoncrawler/images/logos/favicons/android-chrome-192x192.png,,
http://localhost:8080/themes/custom/dungeoncrawler/images/logos/favicons/android-chrome-512x512.png,http://localhost:8080/themes/custom/dungeoncrawler/images/logos/favicons/android-chrome-512x512.png,200,image/png,1,,http://localhost:8080/,/themes/custom/dungeoncrawler/images/logos/favicons/android-chrome-512x512.png,,
http://localhost:8080/themes/custom/dungeoncrawler/manifest.json,http://localhost:8080/themes/custom/dungeoncrawler/manifest.json,200,application/json,1,,http://localhost:8080/,/themes/custom/dungeoncrawler/manifest.json,,
http://localhost:8080/core/modules/system/css/components/align.module.css?tcbc3g,http://localhost:8080/core/modules/system/css/components/align.module.css?tcbc3g,200,text/css,1,,http://localhost:8080/,/core/modules/system/css/components/align.module.css?tcbc3g,,
http://localhost:8080/core/modules/system/css/components/container-inline.module.css?tcbc3g,http://localhost:8080/core/modules/system/css/components/container-inline.module.css?tcbc3g,200,text/css,1,,http://localhost:8080/,/core/modules/system/css/components/container-inline.module.css?tcbc3g,,
http://localhost:8080/core/modules/system/css/components/clearfix.module.css?tcbc3g,http://localhost:8080/core/modules/system/css/components/clearfix.module.css?tcbc3g,200,text/css,0,,http://localhost:8080/,/core/modules/system/css/components/clearfix.module.css?tcbc3g,,
http://localhost:8080/core/modules/system/css/components/hidden.module.css?tcbc3g,http://localhost:8080/core/modules/system/css/components/hidden.module.css?tcbc3g,200,text/css,1,,http://localhost:8080/,/core/modules/system/css/components/hidden.module.css?tcbc3g,,
http://localhost:8080/core/modules/system/css/components/js.module.css?tcbc3g,http://localhost:8080/core/modules/system/css/components/js.module.css?tcbc3g,200,text/css,1,,http://localhost:8080/,/core/modules/system/css/components/js.module.css?tcbc3g,,
http://localhost:8080/core/misc/components/progress.module.css?tcbc3g,http://localhost:8080/core/misc/components/progress.module.css?tcbc3g,200,text/css,1,,http://localhost:8080/,/core/misc/components/progress.module.css?tcbc3g,,
http://localhost:8080/core/misc/components/ajax-progress.module.css?tcbc3g,http://localhost:8080/core/misc/components/ajax-progress.module.css?tcbc3g,200,text/css,1,,http://localhost:8080/,/core/misc/components/ajax-progress.module.css?tcbc3g,,
http://localhost:8080/core/modules/contextual/css/contextual.module.css?tcbc3g,http://localhost:8080/core/modules/contextual/css/contextual.module.css?tcbc3g,200,text/css,1,,http://localhost:8080/,/core/modules/contextual/css/contextual.module.css?tcbc3g,,
